count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
90032,2023,4,Wales,19,Cardiff,A4232,Major,"Ocean Way - Rover Way roundabout",A4234,319904,174982,51.46811500,-3.15447930,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",S,30,44,8052,26,1631,200,62,118,9,9,128,528,10281
90295,2018,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",E,0,158,30365,172,5367,708,109,254,40,156,428,1695,37757
90295,2018,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",W,0,160,31720,155,6287,853,129,256,47,90,445,1820,40142
90295,2019,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",E,0,115,28723,174,5466,505,191,252,49,0,0,997,35475
90295,2019,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",W,0,152,30737,177,7521,599,187,241,35,241,351,1654,40239
90295,2020,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",E,399,157,21983,77,4915,488,118,202,38,120,420,1386,28518
90295,2020,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",W,251,168,23772,68,5717,537,146,223,45,146,417,1514,31240
90295,2021,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",E,352,168,24748,76,5773,551,126,224,42,124,448,1515,32279
90295,2021,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",W,221,180,26762,67,6715,605,156,248,50,152,445,1655,35379
90295,2022,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",E,0,136,26782,147,6063,485,109,271,37,103,424,1430,34557
90295,2022,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Counted,"Manual count",W,0,128,29195,140,7037,509,148,295,47,125,377,1502,38002
90295,2023,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",E,0,130,27083,147,6196,479,104,258,37,100,393,1371,34928
90295,2023,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021500,-3.25240910,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",W,0,122,29523,141,7191,503,141,281,47,121,349,1442,38420
90320,2018,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,60,152,27010,145,3674,204,78,82,12,63,38,477,31459
90320,2019,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,64,143,27349,147,3642,202,79,82,13,65,38,479,31759
90320,2020,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,73,106,20773,93,3214,178,69,73,11,58,33,421,24607
90320,2021,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,50,91,19377,117,3041,205,50,84,9,29,62,438,23065
90320,2022,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,44,100,20697,126,3297,212,52,89,9,30,63,455,24674
90320,2023,4,Wales,19,Cardiff,A470,Major,"Pantmawr Rd",M4,314600,181400,51.52503200,-3.23237440,1.10,0.68,Estimated,"Estimated from nearby links",C,44,99,21086,127,3352,209,51,88,9,29,61,447,25111
92136,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",E,285,46,7280,161,1124,47,11,3,2,1,2,65,8675
92136,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",W,262,52,6847,156,1225,54,7,0,0,3,3,67,8348
92136,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Counted,"Manual count",E,217,51,6931,264,1058,38,10,2,2,2,8,61,8366
92136,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Counted,"Manual count",W,227,55,7682,268,1296,43,14,3,3,0,6,69,9369
92136,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",E,194,56,7403,284,1147,39,11,2,2,2,8,63,8953
92136,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",W,203,60,8205,288,1405,44,14,4,3,0,6,71,10029
92136,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",E,191,55,7542,287,1167,39,10,2,2,2,8,62,9113
92136,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4851 long: -3.2289","lat: 51.4815 long: -3.189",314950,176880,51.48445300,-3.22623920,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",W,200,59,8359,291,1428,44,14,4,3,0,6,70,10207
92137,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",E,515,119,6916,355,1228,76,12,30,12,6,4,139,8758
92137,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",W,559,115,7206,653,1238,95,19,18,15,3,4,153,9365
92137,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",E,421,126,7620,366,1339,81,12,33,13,6,4,150,9601
92137,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",W,457,122,7939,675,1349,102,20,20,16,3,4,164,10249
92137,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Counted,"Manual count",E,1293,104,6028,218,830,80,12,2,4,6,2,106,7286
92137,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Counted,"Manual count",W,1167,103,6221,390,839,85,12,2,0,3,1,102,7655
92137,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",E,1271,102,6142,220,844,79,12,2,4,6,2,105,7412
92137,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4815 long: -3.189","lat: 51.4838 long: -3.1801",318000,176450,51.48103900,-3.18222490,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",W,1148,101,6338,393,854,84,12,2,0,3,1,101,7787
92138,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",E,397,90,11100,158,1613,89,24,4,9,8,13,147,13108
92138,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",W,397,102,11782,170,1680,99,16,8,6,13,19,162,13896
92138,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",E,324,95,12230,163,1758,95,26,4,9,9,13,157,14403
92138,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",W,324,108,12980,176,1831,106,18,9,7,14,20,173,15269
92138,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Counted,"Manual count",E,290,104,13062,175,1906,99,27,5,10,9,14,163,15410
92138,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Counted,"Manual count",W,290,118,13864,189,1985,110,18,9,7,15,21,179,16336
92138,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",E,285,103,13308,177,1938,97,27,4,10,9,13,160,15686
92138,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.4915 long: -3.1546","lat: 51.5005 long: -3.1403",320527,177727,51.49288000,-3.14613090,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",W,285,116,14125,191,2019,108,18,9,7,14,20,176,16627
92139,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Counted,"Manual count",N,15,52,17644,87,3714,398,150,140,26,126,687,1525,23023
92139,2020,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Counted,"Manual count",S,5,60,17799,83,3768,397,147,153,24,118,690,1528,23237
92139,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",N,11,54,19295,103,4254,433,160,153,27,132,724,1629,25334
92139,2021,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",S,4,62,19464,98,4315,432,157,167,25,124,727,1632,25570
92139,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Counted,"Manual count",N,4,126,21832,84,4253,365,112,186,87,361,478,1589,27884
92139,2022,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Counted,"Manual count",S,5,123,24513,91,4600,404,144,210,44,292,593,1687,31014
92139,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",N,4,118,22372,84,4337,366,106,173,86,362,451,1544,28454
92139,2023,4,Wales,19,Cardiff,A4161,Major,"lat: 51.5005 long: -3.1403","lat: 51.5072 long: -3.1459",320744,179057,51.50486700,-3.14330500,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",S,5,114,25120,90,4691,405,136,196,43,293,559,1633,31648
92140,2020,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321374,178391,51.49896800,-3.13408130,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",N,0,47,7012,31,1710,209,86,139,22,347,382,1186,9986
92140,2020,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321374,178391,51.49896800,-3.13408130,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",S,0,43,7278,24,1792,296,98,160,30,388,360,1331,10468
92140,2021,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321374,178391,51.49896800,-3.13408130,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",N,0,49,7668,37,1958,228,92,152,24,364,402,1262,10974
92140,2021,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321374,178391,51.49896800,-3.13408130,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",S,0,44,7959,29,2052,323,104,175,32,407,379,1420,11504
92140,2022,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321444,178080,51.49618100,-3.13300380,1.40,0.87,Counted,"Manual count",N,2,58,11105,54,2452,284,112,153,53,292,570,1463,15132
92140,2022,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321444,178080,51.49618100,-3.13300380,1.40,0.87,Counted,"Manual count",S,0,50,10821,115,2416,314,117,205,15,233,633,1517,14919
92140,2023,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321444,178080,51.49618100,-3.13300380,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",N,2,54,11380,54,2500,285,106,143,52,293,538,1415,15403
92140,2023,4,Wales,19,Cardiff,A4232,Major,"lat: 51.4934 long: -3.1336","lat: 51.5005 long: -3.1403",321444,178080,51.49618100,-3.13300380,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",S,0,47,11088,114,2464,315,111,191,15,234,597,1463,15175
92141,2020,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",E,609,82,4608,35,896,77,14,6,2,4,6,109,5729
92141,2020,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",W,565,81,4404,16,851,60,6,4,5,4,4,83,5435
92141,2021,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",E,498,87,5076,36,976,82,15,7,2,5,7,116,6292
92141,2021,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",W,461,86,4852,17,927,65,7,4,6,4,4,89,5971
92141,2022,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Counted,"Manual count",E,445,95,5422,39,1058,85,15,7,2,5,7,121,6735
92141,2022,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Counted,"Manual count",W,413,94,5182,18,1005,67,7,4,6,4,4,92,6392
92141,2023,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",E,438,94,5524,39,1076,84,15,7,2,5,7,119,6852
92141,2023,4,Wales,19,Cardiff,A4160,Major,"lat: 51.4701 long: -3.1863","lat: 51.475 long: -3.1751",318171,175513,51.47264000,-3.17954560,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",W,406,93,5280,18,1022,66,7,4,6,4,4,91,6504
92142,2020,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Estimated,"Estimated from nearby links",C,0,10,2995,10,770,49,7,7,3,2,3,71,3856
92142,2021,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Counted,"Manual count",E,148,69,7143,97,1451,109,25,9,3,2,8,156,8915
92142,2021,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Counted,"Manual count",W,25,0,0,0,0,0,0,0,0,0,0,0,0
92142,2022,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",E,132,75,7629,105,1573,113,26,10,3,2,8,161,9543
92142,2022,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",W,22,0,0,0,0,0,0,0,0,0,0,0,0
92142,2023,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",E,130,74,7772,106,1599,111,25,10,3,2,8,159,9710
92142,2023,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318544,175838,51.47561600,-3.17425150,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",W,22,0,0,0,0,0,0,0,0,0,0,0,0
92143,2020,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318587,175775,51.47505600,-3.17361790,0.20,0.12,Estimated,"Estimated from nearby links",C,0,10,2995,10,770,49,7,7,3,2,3,71,3856
92143,2021,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318587,175775,51.47505600,-3.17361790,0.20,0.12,Counted,"Manual count",W,181,55,7682,113,1525,106,20,27,5,0,6,164,9539
92143,2022,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318587,175775,51.47505600,-3.17361790,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",W,162,60,8205,122,1653,109,21,29,5,0,6,170,10210
92143,2023,4,Wales,19,Cardiff,A4160,Major,"lat: 51.475 long: -3.1751","lat: 51.4756 long: -3.173",318587,175775,51.47505600,-3.17361790,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",W,160,59,8360,123,1681,108,20,28,5,0,6,168,10391
92144,2020,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",N,67,0,614,736,239,24,13,3,5,0,0,45,1634
92144,2020,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",S,77,1,611,690,204,18,21,0,4,0,0,43,1551
92144,2021,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",N,54,0,676,760,261,25,14,3,6,0,0,48,1745
92144,2021,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",S,63,1,673,713,223,20,23,0,4,0,0,47,1657
92144,2022,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Counted,"Manual count",N,281,38,1179,347,280,44,5,2,0,0,2,53,1897
92144,2022,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Counted,"Manual count",S,334,35,1065,499,252,33,4,0,3,1,0,40,1890
92144,2023,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",N,276,38,1201,350,285,44,5,2,0,0,2,53,1926
92144,2023,4,Wales,19,Cardiff,A470,Major,"lat: 51.4779 long: -3.1777","lat: 51.475 long: -3.1751",318372,175974,51.47681400,-3.17675900,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",S,329,34,1085,503,256,32,3,0,3,1,0,40,1918
92200,2020,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",N,81,44,4055,47,762,80,12,3,17,23,16,151,5060
92200,2020,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",S,104,50,4492,48,785,71,13,2,15,24,11,136,5511
92200,2021,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",N,66,47,4468,48,831,86,13,3,19,25,17,162,5556
92200,2021,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",S,85,53,4949,49,855,76,14,2,16,26,12,146,6053
92200,2022,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Counted,"Manual count",N,104,62,5362,116,818,76,17,7,0,10,31,141,6499
92200,2022,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Counted,"Manual count",S,132,58,6220,114,972,65,14,11,1,8,35,134,7497
92200,2023,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",N,102,61,5463,117,832,75,17,7,0,9,29,138,6611
92200,2023,4,Wales,19,Cardiff,A469,Major,"lat: 51.5047 long: -3.1985","lat: 51.5514 long: -3.2159",316835,180000,51.51278100,-3.19983530,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",S,130,57,6337,115,988,64,14,11,1,7,34,132,7628
99608,2000,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Counted,"Manual count",N,0,53,7940,10,1057,242,36,23,43,59,46,449,9509
99608,2000,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Counted,"Manual count",S,2,25,6982,9,785,214,42,18,42,68,74,458,8259
99608,2001,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",N,0,58,8186,10,1116,239,42,23,39,52,53,448,9818
99608,2001,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",S,2,28,7198,9,829,211,49,18,38,60,86,462,8526
99608,2002,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",N,0,59,8423,10,1125,245,47,26,36,46,60,460,10077
99608,2002,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",S,2,29,7407,9,836,216,54,20,35,54,97,476,8757
99608,2003,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",N,0,64,8608,10,1245,255,52,30,35,41,67,480,10407
99608,2003,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",S,2,31,7570,9,925,225,59,23,34,48,108,497,9032
99608,2004,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Counted,"Manual count",N,0,41,12497,46,1127,130,21,10,13,23,91,288,13999
99608,2004,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Counted,"Manual count",S,0,50,11554,37,1362,183,40,32,38,33,92,418,13421
99608,2005,4,Wales,19,Cardiff,A4232,Major,A48,"M4 Jct 30",321900,182600,51.53687988,-3.12743950,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",N,0,39,12409,45,1179,130,21,11,12,20,97,291,13963
